top_left,top_right,bottom_left,solution
puzzle_770_tl,puzzle_770_tr,puzzle_770_bl,yellow_rhombus
puzzle_771_tl,puzzle_771_tr,puzzle_771_bl,blue_rhombus
puzzle_772_tl,puzzle_772_tr,puzzle_772_bl,yellow_circle
puzzle_773_tl,puzzle_773_tr,puzzle_773_bl,yellow_square
puzzle_774_tl,puzzle_774_tr,puzzle_774_bl,yellow_triangle
puzzle_775_tl,puzzle_775_tr,puzzle_775_bl,green_triangle
puzzle_776_tl,puzzle_776_tr,puzzle_776_bl,green_circle
puzzle_777_tl,puzzle_777_tr,puzzle_777_bl,green_triangle
puzzle_778_tl,puzzle_778_tr,puzzle_778_bl,green_square
puzzle_779_tl,puzzle_779_tr,puzzle_779_bl,red_square
puzzle_780_tl,puzzle_780_tr,puzzle_780_bl,red_circle
puzzle_781_tl,puzzle_781_tr,puzzle_781_bl,green_square
puzzle_782_tl,puzzle_782_tr,puzzle_782_bl,green_triangle
puzzle_783_tl,puzzle_783_tr,puzzle_783_bl,blue_square
puzzle_784_tl,puzzle_784_tr,puzzle_784_bl,red_square
puzzle_785_tl,puzzle_785_tr,puzzle_785_bl,green_triangle
puzzle_786_tl,puzzle_786_tr,puzzle_786_bl,yellow_circle
puzzle_787_tl,puzzle_787_tr,puzzle_787_bl,green_square
puzzle_788_tl,puzzle_788_tr,puzzle_788_bl,green_circle
puzzle_789_tl,puzzle_789_tr,puzzle_789_bl,red_triangle
puzzle_790_tl,puzzle_790_tr,puzzle_790_bl,yellow_square
puzzle_791_tl,puzzle_791_tr,puzzle_791_bl,red_triangle
puzzle_792_tl,puzzle_792_tr,puzzle_792_bl,red_square
puzzle_793_tl,puzzle_793_tr,puzzle_793_bl,green_rhombus
puzzle_794_tl,puzzle_794_tr,puzzle_794_bl,green_square
puzzle_795_tl,puzzle_795_tr,puzzle_795_bl,green_rhombus
puzzle_796_tl,puzzle_796_tr,puzzle_796_bl,green_rhombus
puzzle_797_tl,puzzle_797_tr,puzzle_797_bl,green_rhombus
puzzle_798_tl,puzzle_798_tr,puzzle_798_bl,blue_square
puzzle_799_tl,puzzle_799_tr,puzzle_799_bl,blue_circle
